vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,MacroIndustryData,中国CPI消费品当月同比2020年至2026年月度,1,EDB取数,,,"| 指标代码 | 指标名称 | 频率 | 单位 | 值 | 日期 | 数据来源 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.037109 | 2020-03-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.017493 | 2020-04-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.000969 | 2020-05-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.002907 | 2020-06-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.008704 | 2020-07-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.002896 | 2020-08-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.013462 | 2020-09-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.043726 | 2020-10-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.070423 | 2020-11-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.058271 | 2020-12-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.072423 | 2021-01-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.052731 | 2021-03-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.035339 | 2021-04-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.016457 | 2021-05-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.023188 | 2021-06-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.035475 | 2021-07-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.034649 | 2021-08-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.023392 | 2021-09-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.00994 | 2021-10-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.039394 | 2021-11-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.012974 | 2021-12-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.005005 | 2022-01-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.01003 | 2022-02-28 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.010934 | 2022-03-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.019802 | 2022-04-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.01378 | 2022-05-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.023739 | 2022-06-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.033797 | 2022-07-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.033898 | 2022-08-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.040918 | 2022-09-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.016732 | 2022-10-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.005831 | 2022-11-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.010837 | 2022-12-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.023904 | 2023-01-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.004965 | 2023-02-28 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.011799 | 2023-03-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.03301 | 2023-04-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.032039 | 2023-05-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.038647 | 2023-06-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.050962 | 2023-07-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.04243 | 2023-08-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.049856 | 2023-09-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.042594 | 2023-10-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.036168 | 2023-11-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.036062 | 2023-12-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.043774 | 2024-01-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.012846 | 2024-02-29 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.008955 | 2024-03-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.004016 | 2024-04-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.003009 | 2024-05-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.00402 | 2024-06-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.018237 | 2024-07-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.014099 | 2024-08-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.014127 | 2024-09-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.013145 | 2024-10-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.014199 | 2024-11-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.0091 | 2024-12-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.018311 | 2025-01-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.0 | 2025-03-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.003 | 2025-04-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.005 | 2025-05-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.001001 | 2025-06-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.008955 | 2025-07-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.016882 | 2025-08-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.012935 | 2025-09-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | -0.003992 | 2025-10-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.006 | 2025-11-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.012024 | 2025-12-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.001998 | 2026-01-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.020182 | 2026-02-28 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.017068 | 2026-03-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.017051 | 2026-04-30 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.021106 | 2026-05-31 | 现有指标同比计算 |
| 110418270 | 中国:居民消费价格指数(CPI):上年同月=100:消费品类:当期值:月-同比 | 月 | % | 0.013026 | 2026-06-30 | 现有指标同比计算 |
",2026-08-03T11:22:09.192019+08:00
